Model,Regularisation,Round,Score
1stOrderMarkov,3.0,43,0.9173760683760683
1stOrderMarkov,3.0,44,0.9219230769230768
1stOrderMarkov,3.0,45,0.9148290598290598
1stOrderMarkov,3.0,46,0.9062820512820513
1stOrderMarkov,3.0,47,0.9947521367521368
1stOrderMarkov,3.0,48,0.9259230769230768
1stOrderMarkov,3.0,49,0.9535641025641025
1stOrderMarkov,4.0,0,0.9373760683760683
1stOrderMarkov,4.0,1,0.9399230769230769
1stOrderMarkov,4.0,2,0.9342820512820513
1stOrderMarkov,4.0,3,0.9192820512820513
1stOrderMarkov,4.0,4,0.9499230769230769
1stOrderMarkov,4.0,5,0.9695641025641025
1stOrderMarkov,4.0,6,0.9348290598290598
1stOrderMarkov,4.0,7,0.9268290598290598
1stOrderMarkov,4.0,8,0.9183760683760683
1stOrderMarkov,4.0,9,0.986017094017094
1stOrderMarkov,4.0,10,0.9504700854700855
1stOrderMarkov,4.0,11,0.9017350427350427
1stOrderMarkov,4.0,12,0.9514700854700855
1stOrderMarkov,4.0,13,0.9383760683760684
1stOrderMarkov,4.0,14,0.930923076923077
1stOrderMarkov,4.0,15,0.9283760683760683
1stOrderMarkov,4.0,16,0.9212820512820513
1stOrderMarkov,4.0,17,0.944923076923077
1stOrderMarkov,4.0,18,0.9364700854700855
1stOrderMarkov,4.0,19,0.9021880341880342
1stOrderMarkov,4.0,20,0.9393760683760684
1stOrderMarkov,4.0,21,0.944923076923077
1stOrderMarkov,4.0,22,0.9443760683760684
1stOrderMarkov,4.0,23,0.9132820512820513
1stOrderMarkov,4.0,24,0.975017094017094
1stOrderMarkov,4.0,25,0.8966410256410257
1stOrderMarkov,4.0,26,0.8987350427350427
1stOrderMarkov,4.0,27,0.9358290598290598
1stOrderMarkov,4.0,28,0.9362820512820513
1stOrderMarkov,4.0,29,0.9282820512820513
1stOrderMarkov,4.0,30,0.960017094017094
1stOrderMarkov,4.0,31,0.9122820512820513
1stOrderMarkov,4.0,32,0.9363760683760683
1stOrderMarkov,4.0,33,0.9323760683760683
1stOrderMarkov,4.0,34,0.9423760683760684
1stOrderMarkov,4.0,35,0.9453760683760684
1stOrderMarkov,4.0,36,0.9147350427350427
1stOrderMarkov,4.0,37,0.9232820512820513
1stOrderMarkov,4.0,38,0.9458290598290598
1stOrderMarkov,4.0,39,0.9359230769230769
1stOrderMarkov,4.0,40,0.9148290598290598
1stOrderMarkov,4.0,41,0.9374700854700855
1stOrderMarkov,4.0,42,0.9499230769230769
1stOrderMarkov,4.0,43,0.9062820512820513
1stOrderMarkov,4.0,44,0.9459230769230769
1stOrderMarkov,4.0,45,0.9504700854700855
1stOrderMarkov,4.0,46,0.9423760683760684
1stOrderMarkov,4.0,47,0.9433760683760684
1stOrderMarkov,4.0,48,0.9218290598290598
1stOrderMarkov,4.0,49,0.9424700854700855
1stOrderMarkov,5.0,0,0.9664700854700855
1stOrderMarkov,5.0,1,0.9297350427350427
1stOrderMarkov,5.0,2,0.9458290598290598
1stOrderMarkov,5.0,3,0.9397350427350427
1stOrderMarkov,5.0,4,0.9388290598290598
1stOrderMarkov,5.0,5,0.9488290598290599
1stOrderMarkov,5.0,6,0.968017094017094
1stOrderMarkov,5.0,7,0.9588290598290599
1stOrderMarkov,5.0,8,0.9443760683760684
1stOrderMarkov,5.0,9,0.9437350427350427
1stOrderMarkov,5.0,10,0.9463760683760684
1stOrderMarkov,5.0,11,0.9357350427350427
1stOrderMarkov,5.0,12,0.9835641025641025
1stOrderMarkov,5.0,13,0.9593760683760684
1stOrderMarkov,5.0,14,0.953017094017094
1stOrderMarkov,5.0,15,0.9338290598290598
1stOrderMarkov,5.0,16,0.9428290598290598
1stOrderMarkov,5.0,17,0.9553760683760684
1stOrderMarkov,5.0,18,0.952923076923077
1stOrderMarkov,5.0,19,0.9484700854700855
1stOrderMarkov,5.0,20,0.9121880341880342
1stOrderMarkov,5.0,21,0.9448290598290598
1stOrderMarkov,5.0,22,0.9202820512820513
1stOrderMarkov,5.0,23,0.9388290598290598
1stOrderMarkov,5.0,24,0.9493760683760684
1stOrderMarkov,5.0,25,0.9016410256410257
1stOrderMarkov,5.0,26,0.9438290598290598
1stOrderMarkov,5.0,27,0.9337350427350427
1stOrderMarkov,5.0,28,0.9388290598290598
1stOrderMarkov,5.0,29,0.954923076923077
1stOrderMarkov,5.0,30,0.958017094017094
1stOrderMarkov,5.0,31,0.9182820512820513
1stOrderMarkov,5.0,32,0.9392820512820513
1stOrderMarkov,5.0,33,0.9328290598290598
1stOrderMarkov,5.0,34,0.958923076923077
1stOrderMarkov,5.0,35,0.9498290598290599
1stOrderMarkov,5.0,36,0.9342820512820513
1stOrderMarkov,5.0,37,0.9352820512820513
1stOrderMarkov,5.0,38,0.9317350427350427
1stOrderMarkov,5.0,39,0.9272820512820513
1stOrderMarkov,5.0,40,0.9222820512820513
1stOrderMarkov,5.0,41,0.9579230769230769
1stOrderMarkov,5.0,42,0.959017094017094
1stOrderMarkov,5.0,43,0.9121880341880342
1stOrderMarkov,5.0,44,0.9664700854700855
1stOrderMarkov,5.0,45,0.9478290598290599
1stOrderMarkov,5.0,46,0.9583760683760684
1stOrderMarkov,5.0,47,0.9548290598290599
1stOrderMarkov,5.0,48,0.970923076923077
1stOrderMarkov,5.0,49,0.9398290598290598
1stOrderMarkov,6.0,0,0.9799230769230769
1stOrderMarkov,6.0,1,0.9583760683760684
1stOrderMarkov,6.0,2,0.9301880341880342
1stOrderMarkov,6.0,3,0.9558290598290599
1stOrderMarkov,6.0,4,0.9438290598290598
1stOrderMarkov,6.0,5,0.9398290598290598
1stOrderMarkov,6.0,6,0.9468290598290598
1stOrderMarkov,6.0,7,0.982923076923077
1stOrderMarkov,6.0,8,0.9548290598290599
1stOrderMarkov,6.0,9,0.9412820512820513
1stOrderMarkov,6.0,10,0.9217350427350427
1stOrderMarkov,6.0,11,0.9377350427350427
1stOrderMarkov,6.0,12,0.9307350427350427
1stOrderMarkov,6.0,13,0.9397350427350427
1stOrderMarkov,6.0,14,0.978923076923077
1stOrderMarkov,6.0,15,0.9703760683760684
1stOrderMarkov,6.0,16,0.9614700854700855
1stOrderMarkov,6.0,17,0.9502820512820513
1stOrderMarkov,6.0,18,0.9533760683760684
1stOrderMarkov,6.0,19,0.9533760683760684
1stOrderMarkov,6.0,20,0.9427350427350427
1stOrderMarkov,6.0,21,0.9619230769230769
1stOrderMarkov,6.0,22,0.9372820512820513
1stOrderMarkov,6.0,23,0.9613760683760684
1stOrderMarkov,6.0,24,0.952923076923077
1stOrderMarkov,6.0,25,0.9593760683760684
1stOrderMarkov,6.0,26,0.9779230769230769
1stOrderMarkov,6.0,27,0.9524700854700855
1stOrderMarkov,6.0,28,0.9743760683760684
1stOrderMarkov,6.0,29,0.9779230769230769
1stOrderMarkov,6.0,30,0.9618290598290599
1stOrderMarkov,6.0,31,0.9753760683760684
1stOrderMarkov,6.0,32,0.9793760683760684
1stOrderMarkov,6.0,33,0.9378290598290598
1stOrderMarkov,6.0,34,0.9698290598290599
1stOrderMarkov,6.0,35,0.9608290598290599
1stOrderMarkov,6.0,36,0.960923076923077
1stOrderMarkov,6.0,37,0.9478290598290599
1stOrderMarkov,6.0,38,0.9683760683760684
1stOrderMarkov,6.0,39,0.9498290598290599
1stOrderMarkov,6.0,40,0.9623760683760684
1stOrderMarkov,6.0,41,0.9528290598290599
1stOrderMarkov,6.0,42,0.9538290598290599
1stOrderMarkov,6.0,43,0.9904700854700855
1stOrderMarkov,6.0,44,0.9563760683760684
1stOrderMarkov,6.0,45,0.9783760683760684
1stOrderMarkov,6.0,46,0.9633760683760684
1stOrderMarkov,6.0,47,0.986923076923077
1stOrderMarkov,6.0,48,0.966923076923077
1stOrderMarkov,6.0,49,0.9603760683760684
1stOrderMarkov,7.0,0,0.9542820512820513
1stOrderMarkov,7.0,1,0.9552820512820513
1stOrderMarkov,7.0,2,0.9784700854700855
1stOrderMarkov,7.0,3,0.9482820512820513
1stOrderMarkov,7.0,4,0.9482820512820513
1stOrderMarkov,7.0,5,0.9639230769230769
1stOrderMarkov,7.0,6,0.9552820512820513
1stOrderMarkov,7.0,7,0.9361880341880342
1stOrderMarkov,7.0,8,0.9637350427350427
1stOrderMarkov,7.0,9,0.9412820512820513
1stOrderMarkov,7.0,10,0.9531880341880342
1stOrderMarkov,7.0,11,0.9588290598290599
1stOrderMarkov,7.0,12,0.9457350427350427
1stOrderMarkov,7.0,13,0.9522820512820513
1stOrderMarkov,7.0,14,0.9693760683760684
1stOrderMarkov,7.0,15,0.9538290598290599
1stOrderMarkov,7.0,16,0.9633760683760684
1stOrderMarkov,7.0,17,0.9512820512820513
1stOrderMarkov,7.0,18,0.9773760683760684
1stOrderMarkov,7.0,19,0.9733760683760684
1stOrderMarkov,7.0,20,0.9834700854700855
1stOrderMarkov,7.0,21,0.9633760683760684
1stOrderMarkov,7.0,22,0.9834700854700855
1stOrderMarkov,7.0,23,0.9602820512820514
1stOrderMarkov,7.0,24,0.970923076923077
1stOrderMarkov,7.0,25,0.9733760683760684
1stOrderMarkov,7.0,26,0.9508290598290599
1stOrderMarkov,7.0,27,0.9287350427350427
1stOrderMarkov,7.0,28,0.9834700854700855
1stOrderMarkov,7.0,29,0.9592820512820514
1stOrderMarkov,7.0,30,0.9642820512820514
1stOrderMarkov,7.0,31,0.9477350427350427
1stOrderMarkov,7.0,32,0.9542820512820513
1stOrderMarkov,7.0,33,0.9367350427350427
1stOrderMarkov,7.0,34,0.9592820512820514
1stOrderMarkov,7.0,35,0.9814700854700855
1stOrderMarkov,7.0,36,0.9618290598290599
1stOrderMarkov,7.0,37,0.9884700854700855
1stOrderMarkov,7.0,38,0.9739230769230769
1stOrderMarkov,7.0,39,0.982923076923077
1stOrderMarkov,7.0,40,0.9387350427350427
1stOrderMarkov,7.0,41,0.9648290598290599
1stOrderMarkov,7.0,42,0.9381880341880342
1stOrderMarkov,7.0,43,0.9652820512820514
1stOrderMarkov,7.0,44,0.9572820512820513
1stOrderMarkov,7.0,45,0.9618290598290599
1stOrderMarkov,7.0,46,0.9468290598290598
1stOrderMarkov,7.0,47,0.9819230769230769
1stOrderMarkov,7.0,48,0.980923076923077
1stOrderMarkov,7.0,49,0.9507350427350427
1stOrderMarkov,8.0,0,0.9447350427350427
1stOrderMarkov,8.0,1,0.9638290598290599
1stOrderMarkov,8.0,2,0.9538290598290599
1stOrderMarkov,8.0,3,0.9451880341880342
1stOrderMarkov,8.0,4,0.9783760683760684
1stOrderMarkov,8.0,5,0.9291880341880342
1stOrderMarkov,8.0,6,0.9287350427350427
1stOrderMarkov,8.0,7,0.9743760683760684
1stOrderMarkov,8.0,8,0.9472820512820513
1stOrderMarkov,8.0,9,0.9724700854700855
1stOrderMarkov,8.0,10,0.9743760683760684
1stOrderMarkov,8.0,11,0.9341880341880342
1stOrderMarkov,8.0,12,0.9919230769230769
1stOrderMarkov,8.0,13,0.9914700854700855
1stOrderMarkov,8.0,14,0.966923076923077
1stOrderMarkov,8.0,15,0.9672820512820514
1stOrderMarkov,8.0,16,0.9467350427350427
1stOrderMarkov,8.0,17,0.9533760683760684
1stOrderMarkov,8.0,18,0.9823760683760684
1stOrderMarkov,8.0,19,0.9497350427350427
1stOrderMarkov,8.0,20,0.9632820512820514
1stOrderMarkov,8.0,21,0.9547350427350427
1stOrderMarkov,8.0,22,0.9648290598290599
1stOrderMarkov,8.0,23,0.9210940170940172
1stOrderMarkov,8.0,24,0.9411880341880342
1stOrderMarkov,8.0,25,0.982923076923077
1stOrderMarkov,8.0,26,0.9357350427350427
1stOrderMarkov,8.0,27,0.9804700854700855
1stOrderMarkov,8.0,28,0.9461880341880342
1stOrderMarkov,8.0,29,0.9531880341880342
1stOrderMarkov,8.0,30,0.9527350427350427
1stOrderMarkov,8.0,31,0.9763760683760684
1stOrderMarkov,8.0,32,0.9481880341880342
1stOrderMarkov,8.0,33,0.986923076923077
1stOrderMarkov,8.0,34,0.996923076923077
1stOrderMarkov,8.0,35,0.9854700854700855
1stOrderMarkov,8.0,36,0.9667350427350427
1stOrderMarkov,8.0,37,0.9221880341880342
1stOrderMarkov,8.0,38,0.9843760683760684
1stOrderMarkov,8.0,39,0.9914700854700855
1stOrderMarkov,8.0,40,0.970923076923077
1stOrderMarkov,8.0,41,0.9331880341880342
1stOrderMarkov,8.0,42,0.9899230769230769
1stOrderMarkov,8.0,43,0.9527350427350427
1stOrderMarkov,8.0,44,0.9692820512820514
1stOrderMarkov,8.0,45,0.9617350427350427
1stOrderMarkov,8.0,46,0.9471880341880342
1stOrderMarkov,8.0,47,0.9326410256410257
1stOrderMarkov,8.0,48,0.9642820512820514
1stOrderMarkov,8.0,49,0.9879230769230769
1stOrderMarkov,100000.0,0,0.9835470085470085
1stOrderMarkov,100000.0,1,1.0087350427350428
1stOrderMarkov,100000.0,2,0.9976410256410256
1stOrderMarkov,100000.0,3,0.9950940170940171
1stOrderMarkov,100000.0,4,0.9910940170940171
1stOrderMarkov,100000.0,5,0.9860940170940171
1stOrderMarkov,100000.0,6,0.9926410256410256
1stOrderMarkov,100000.0,7,0.9966410256410256
1stOrderMarkov,100000.0,8,0.9820940170940171
1stOrderMarkov,100000.0,9,1.0021880341880343
1stOrderMarkov,100000.0,10,0.9940940170940171
1stOrderMarkov,100000.0,11,0.9860940170940171
1stOrderMarkov,100000.0,12,0.9946410256410256
1stOrderMarkov,100000.0,13,0.9966410256410256
1stOrderMarkov,100000.0,14,0.9910940170940171
1stOrderMarkov,100000.0,15,0.9976410256410256
1stOrderMarkov,100000.0,16,1.0021880341880343
1stOrderMarkov,100000.0,17,0.9961880341880341
1stOrderMarkov,100000.0,18,0.9940940170940171
1stOrderMarkov,100000.0,19,0.9921880341880341
1stOrderMarkov,100000.0,20,1.0007350427350428
1stOrderMarkov,100000.0,21,1.0016410256410255
1stOrderMarkov,100000.0,22,0.9820940170940171
1stOrderMarkov,100000.0,23,0.9825470085470085
1stOrderMarkov,100000.0,24,1.0061880341880343
1stOrderMarkov,100000.0,25,0.9886410256410256
1stOrderMarkov,100000.0,26,0.9946410256410256
1stOrderMarkov,100000.0,27,0.9810940170940171
1stOrderMarkov,100000.0,28,1.0091880341880342
1stOrderMarkov,100000.0,29,1.0117350427350427
1stOrderMarkov,100000.0,30,1.0097350427350427
1stOrderMarkov,100000.0,31,1.0071880341880342
1stOrderMarkov,100000.0,32,0.9940940170940171
1stOrderMarkov,100000.0,33,0.9850940170940171
1stOrderMarkov,100000.0,34,1.0111880341880342
1stOrderMarkov,100000.0,35,1.0031880341880342
1stOrderMarkov,100000.0,36,0.9840940170940171
1stOrderMarkov,100000.0,37,0.9956410256410256
1stOrderMarkov,100000.0,38,0.9961880341880341
1stOrderMarkov,100000.0,39,0.9971880341880341
1stOrderMarkov,100000.0,40,1.0041880341880343
1stOrderMarkov,100000.0,41,0.9976410256410256
1stOrderMarkov,100000.0,42,0.9785470085470085
1stOrderMarkov,100000.0,43,1.0011880341880341
1stOrderMarkov,100000.0,44,0.9920940170940171
1stOrderMarkov,100000.0,45,1.0097350427350427
1stOrderMarkov,100000.0,46,0.9866410256410256
1stOrderMarkov,100000.0,47,0.9961880341880341
1stOrderMarkov,100000.0,48,0.9981880341880341
1stOrderMarkov,100000.0,49,0.9880940170940171
2ndOrderMarkov,0.0,0,0.679111111111111
2ndOrderMarkov,0.0,1,0.6842051282051282
2ndOrderMarkov,0.0,2,0.6334700854700855
2ndOrderMarkov,0.0,3,0.6509230769230769
2ndOrderMarkov,0.0,4,0.6411111111111112
2ndOrderMarkov,0.0,5,0.6430170940170941
2ndOrderMarkov,0.0,6,0.6425641025641026
2ndOrderMarkov,0.0,7,0.6495641025641026
2ndOrderMarkov,0.0,8,0.6696581196581197
2ndOrderMarkov,0.0,9,0.6786581196581197
2ndOrderMarkov,0.0,10,0.6571111111111112
2ndOrderMarkov,0.0,11,0.6967521367521368
2ndOrderMarkov,0.0,12,0.6826581196581196
2ndOrderMarkov,0.0,13,0.6806581196581197
2ndOrderMarkov,0.0,14,0.6460170940170941
2ndOrderMarkov,0.0,15,0.665017094017094
2ndOrderMarkov,0.0,16,0.6761111111111111
2ndOrderMarkov,0.0,17,0.6324700854700855
2ndOrderMarkov,0.0,18,0.6671111111111112
2ndOrderMarkov,0.0,19,0.6492051282051282
2ndOrderMarkov,0.0,20,0.6862051282051282
2ndOrderMarkov,0.0,21,0.6726581196581197
2ndOrderMarkov,0.0,22,0.7092051282051282
2ndOrderMarkov,0.0,23,0.6972051282051281
2ndOrderMarkov,0.0,24,0.633017094017094
2ndOrderMarkov,0.0,25,0.6581111111111111
2ndOrderMarkov,0.0,26,0.628017094017094
2ndOrderMarkov,0.0,27,0.6334700854700855
2ndOrderMarkov,0.0,28,0.6524700854700854
2ndOrderMarkov,0.0,29,0.7047521367521368
2ndOrderMarkov,0.0,30,0.6390170940170941
2ndOrderMarkov,0.0,31,0.6815641025641025
2ndOrderMarkov,0.0,32,0.7017521367521367
2ndOrderMarkov,0.0,33,0.6174700854700855
2ndOrderMarkov,0.0,34,0.635017094017094
2ndOrderMarkov,0.0,35,0.6581111111111111
2ndOrderMarkov,0.0,36,0.6925641025641025
2ndOrderMarkov,0.0,37,0.6902051282051282
2ndOrderMarkov,0.0,38,0.6335641025641026
2ndOrderMarkov,0.0,39,0.6645641025641026
2ndOrderMarkov,0.0,40,0.6722051282051282
2ndOrderMarkov,0.0,41,0.638017094017094
2ndOrderMarkov,0.0,42,0.6772051282051282
2ndOrderMarkov,0.0,43,0.6414700854700855
2ndOrderMarkov,0.0,44,0.7117521367521367
2ndOrderMarkov,0.0,45,0.6532051282051282
2ndOrderMarkov,0.0,46,0.7222051282051282
2ndOrderMarkov,0.0,47,0.6415641025641026
2ndOrderMarkov,0.0,48,0.6521111111111111
2ndOrderMarkov,0.0,49,0.6601111111111111
2ndOrderMarkov,1.0,0,0.9343760683760683
2ndOrderMarkov,1.0,1,0.9308290598290598
2ndOrderMarkov,1.0,2,0.954923076923077
2ndOrderMarkov,1.0,3,0.9277350427350427
2ndOrderMarkov,1.0,4,0.948923076923077
2ndOrderMarkov,1.0,5,0.9112820512820513
2ndOrderMarkov,1.0,6,0.9032820512820513
2ndOrderMarkov,1.0,7,0.9191880341880342
2ndOrderMarkov,1.0,8,0.9192820512820513
2ndOrderMarkov,1.0,9,0.8916410256410257
2ndOrderMarkov,1.0,10,0.9057350427350427
2ndOrderMarkov,1.0,11,0.9278290598290598
2ndOrderMarkov,1.0,12,0.9468290598290598
2ndOrderMarkov,1.0,13,0.9178290598290598
2ndOrderMarkov,1.0,14,0.9147350427350427
2ndOrderMarkov,1.0,15,0.8991880341880342
2ndOrderMarkov,1.0,16,0.9152820512820513
2ndOrderMarkov,1.0,17,0.9302820512820513
2ndOrderMarkov,1.0,18,0.9112820512820513
2ndOrderMarkov,1.0,19,0.9263760683760683
2ndOrderMarkov,1.0,20,0.9192820512820513
2ndOrderMarkov,1.0,21,0.9118290598290598
2ndOrderMarkov,1.0,22,0.9755641025641025
2ndOrderMarkov,1.0,23,0.9312820512820513
2ndOrderMarkov,1.0,24,0.9072820512820513
2ndOrderMarkov,1.0,25,0.9304700854700855
2ndOrderMarkov,1.0,26,0.9122820512820513
2ndOrderMarkov,1.0,27,0.9273760683760683
2ndOrderMarkov,1.0,28,0.9051880341880342
2ndOrderMarkov,1.0,29,0.9122820512820513
2ndOrderMarkov,1.0,30,0.9278290598290598
2ndOrderMarkov,1.0,31,0.9242820512820513
2ndOrderMarkov,1.0,32,0.9067350427350427
2ndOrderMarkov,1.0,33,0.9347350427350427
2ndOrderMarkov,1.0,34,0.9091880341880342
2ndOrderMarkov,1.0,35,0.9377350427350427
2ndOrderMarkov,1.0,36,0.9756581196581197
2ndOrderMarkov,1.0,37,0.9178290598290598
2ndOrderMarkov,1.0,38,0.9479230769230769
2ndOrderMarkov,1.0,39,0.9168290598290598
2ndOrderMarkov,1.0,40,0.8987350427350427
2ndOrderMarkov,1.0,41,0.9161880341880342
2ndOrderMarkov,1.0,42,0.9328290598290598
2ndOrderMarkov,1.0,43,0.9363760683760683
2ndOrderMarkov,1.0,44,0.9263760683760683
2ndOrderMarkov,1.0,45,0.9419230769230769
2ndOrderMarkov,1.0,46,0.9328290598290598
2ndOrderMarkov,1.0,47,0.9208290598290598
2ndOrderMarkov,1.0,48,0.9444700854700855
2ndOrderMarkov,1.0,49,0.9152820512820513
2ndOrderMarkov,2.0,0,0.9331880341880342
2ndOrderMarkov,2.0,1,0.9176410256410257
2ndOrderMarkov,2.0,2,0.9201880341880342
2ndOrderMarkov,2.0,3,0.9382820512820513
2ndOrderMarkov,2.0,4,0.9341880341880342
2ndOrderMarkov,2.0,5,0.9312820512820513
2ndOrderMarkov,2.0,6,0.9171880341880342
2ndOrderMarkov,2.0,7,0.9110940170940172
2ndOrderMarkov,2.0,8,0.9337350427350427
2ndOrderMarkov,2.0,9,0.9291880341880342
2ndOrderMarkov,2.0,10,0.9120940170940172
2ndOrderMarkov,2.0,11,0.9458290598290598
2ndOrderMarkov,2.0,12,0.9221880341880342
2ndOrderMarkov,2.0,13,0.9101880341880342
2ndOrderMarkov,2.0,14,0.9171880341880342
2ndOrderMarkov,2.0,15,0.9040940170940172
2ndOrderMarkov,2.0,16,0.9418290598290598
2ndOrderMarkov,2.0,17,0.9381880341880342
2ndOrderMarkov,2.0,18,0.9297350427350427
2ndOrderMarkov,2.0,19,0.9543760683760684
2ndOrderMarkov,2.0,20,0.9311880341880342
2ndOrderMarkov,2.0,21,0.9237350427350427
2ndOrderMarkov,2.0,22,0.9180940170940172
2ndOrderMarkov,2.0,23,0.889
2ndOrderMarkov,2.0,24,0.9267350427350427
2ndOrderMarkov,2.0,25,0.9377350427350427
2ndOrderMarkov,2.0,26,0.9206410256410257
2ndOrderMarkov,2.0,27,0.8956410256410257
2ndOrderMarkov,2.0,28,0.9618290598290599
2ndOrderMarkov,2.0,29,0.9081880341880342
2ndOrderMarkov,2.0,30,0.9146410256410257
2ndOrderMarkov,2.0,31,0.9217350427350427
2ndOrderMarkov,2.0,32,0.9452820512820513
2ndOrderMarkov,2.0,33,0.9171880341880342
2ndOrderMarkov,2.0,34,0.9297350427350427
2ndOrderMarkov,2.0,35,0.9401880341880342
2ndOrderMarkov,2.0,36,0.9357350427350427
2ndOrderMarkov,2.0,37,0.9417350427350427
2ndOrderMarkov,2.0,38,0.9146410256410257
2ndOrderMarkov,2.0,39,0.9331880341880342
2ndOrderMarkov,2.0,40,0.9151880341880342
2ndOrderMarkov,2.0,41,0.9488290598290599
2ndOrderMarkov,2.0,42,0.9241880341880342
2ndOrderMarkov,2.0,43,0.9598290598290599
2ndOrderMarkov,2.0,44,0.9281880341880342
2ndOrderMarkov,2.0,45,0.9372820512820513
2ndOrderMarkov,2.0,46,0.9481880341880342
2ndOrderMarkov,2.0,47,0.8960940170940171
2ndOrderMarkov,2.0,48,0.9447350427350427
2ndOrderMarkov,2.0,49,0.9311880341880342
2ndOrderMarkov,3.0,0,0.9357350427350427
2ndOrderMarkov,3.0,1,0.9351880341880342
2ndOrderMarkov,3.0,2,0.9401880341880342
2ndOrderMarkov,3.0,3,0.9286410256410257
2ndOrderMarkov,3.0,4,0.9467350427350427
2ndOrderMarkov,3.0,5,0.9376410256410257
2ndOrderMarkov,3.0,6,0.9291880341880342
2ndOrderMarkov,3.0,7,0.9206410256410257
2ndOrderMarkov,3.0,8,0.9190940170940172
2ndOrderMarkov,3.0,9,0.9106410256410257
2ndOrderMarkov,3.0,10,0.9276410256410257
2ndOrderMarkov,3.0,11,0.9206410256410257
2ndOrderMarkov,3.0,12,0.9166410256410257
2ndOrderMarkov,3.0,13,0.9462820512820513
2ndOrderMarkov,3.0,14,0.9416410256410257
2ndOrderMarkov,3.0,15,0.9176410256410257
2ndOrderMarkov,3.0,16,0.9371880341880342
2ndOrderMarkov,3.0,17,0.9140940170940172
2ndOrderMarkov,3.0,18,0.9558290598290599
2ndOrderMarkov,3.0,19,0.9266410256410257
2ndOrderMarkov,3.0,20,0.9266410256410257
2ndOrderMarkov,3.0,21,0.9350940170940172
2ndOrderMarkov,3.0,22,0.9186410256410257
2ndOrderMarkov,3.0,23,0.9367350427350427
2ndOrderMarkov,3.0,24,0.9251880341880342
2ndOrderMarkov,3.0,25,0.9533760683760684
2ndOrderMarkov,3.0,26,0.9211880341880342
2ndOrderMarkov,3.0,27,0.9391880341880342
2ndOrderMarkov,3.0,28,0.9647350427350427
2ndOrderMarkov,3.0,29,0.9331880341880342
2ndOrderMarkov,3.0,30,0.9196410256410257
2ndOrderMarkov,3.0,31,0.9447350427350427
2ndOrderMarkov,3.0,32,0.9552820512820513
2ndOrderMarkov,3.0,33,0.9391880341880342
2ndOrderMarkov,3.0,34,0.9200940170940172
2ndOrderMarkov,3.0,35,0.9156410256410257
2ndOrderMarkov,3.0,36,0.9236410256410257
2ndOrderMarkov,3.0,37,0.9276410256410257
2ndOrderMarkov,3.0,38,0.9281880341880342
2ndOrderMarkov,3.0,39,0.9256410256410257
2ndOrderMarkov,3.0,40,0.9371880341880342
2ndOrderMarkov,3.0,41,0.9306410256410257
2ndOrderMarkov,3.0,42,0.9668290598290599
2ndOrderMarkov,3.0,43,0.9472820512820513
2ndOrderMarkov,3.0,44,0.8945470085470085
2ndOrderMarkov,3.0,45,0.9231880341880342
2ndOrderMarkov,3.0,46,0.9161880341880342
2ndOrderMarkov,3.0,47,0.9271880341880342
2ndOrderMarkov,3.0,48,0.9592820512820514
2ndOrderMarkov,3.0,49,0.9678290598290599
2ndOrderMarkov,4.0,0,0.9356410256410257
2ndOrderMarkov,4.0,1,0.9226410256410257
2ndOrderMarkov,4.0,2,0.9160940170940172
2ndOrderMarkov,4.0,3,0.9527350427350427
2ndOrderMarkov,4.0,4,0.9487350427350427
2ndOrderMarkov,4.0,5,0.9788290598290599
2ndOrderMarkov,4.0,6,0.9466410256410257
2ndOrderMarkov,4.0,7,0.9386410256410257
2ndOrderMarkov,4.0,8,0.9396410256410257
2ndOrderMarkov,4.0,9,0.9427350427350427
2ndOrderMarkov,4.0,10,0.9356410256410257
2ndOrderMarkov,4.0,11,0.9351880341880342
2ndOrderMarkov,4.0,12,0.9130940170940172
2ndOrderMarkov,4.0,13,0.9411880341880342
2ndOrderMarkov,4.0,14,0.9210940170940172
2ndOrderMarkov,4.0,15,0.9401880341880342
2ndOrderMarkov,4.0,16,0.9442820512820513
2ndOrderMarkov,4.0,17,0.9417350427350427
2ndOrderMarkov,4.0,18,0.9050940170940172
2ndOrderMarkov,4.0,19,0.9532820512820513
2ndOrderMarkov,4.0,20,0.9507350427350427
2ndOrderMarkov,4.0,21,0.9400940170940172
2ndOrderMarkov,4.0,22,0.9360940170940172
2ndOrderMarkov,4.0,23,0.9451880341880342
2ndOrderMarkov,4.0,24,0.9431880341880342
2ndOrderMarkov,4.0,25,0.9240940170940172
2ndOrderMarkov,4.0,26,0.9321880341880342
2ndOrderMarkov,4.0,27,0.9702820512820514
2ndOrderMarkov,4.0,28,0.9370940170940172
2ndOrderMarkov,4.0,29,0.9391880341880342
2ndOrderMarkov,4.0,30,0.9476410256410257
2ndOrderMarkov,4.0,31,0.9416410256410257
2ndOrderMarkov,4.0,32,0.9427350427350427
2ndOrderMarkov,4.0,33,0.9145470085470085
2ndOrderMarkov,4.0,34,0.9472820512820513
2ndOrderMarkov,4.0,35,0.9492820512820513
2ndOrderMarkov,4.0,36,0.9506410256410257
2ndOrderMarkov,4.0,37,0.9370940170940172
2ndOrderMarkov,4.0,38,0.9190940170940172
2ndOrderMarkov,4.0,39,0.9340940170940172
2ndOrderMarkov,4.0,40,0.9416410256410257
2ndOrderMarkov,4.0,41,0.9521880341880342
