,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
201,GeneticGenerated,ID:201,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,,,,,,,,,,,,,
202,GeneticGenerated,ID:202,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,,,
203,GeneticGenerated,ID:203,ShortEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
204,GeneticGenerated,ID:204,BitField,BitField,BitField,ByteField,BitField,,,,,,,,,,,,,,,,,,,,,,,
205,GeneticGenerated,ID:205,IntField,EnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
206,GeneticGenerated,ID:206,FieldListField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,,
207,GeneticGenerated,ID:207,ByteEnumField,ByteField,BitField,BitField,BitField,BitField,BitField,BitEnumField,ByteField,XShortField,ShortField,IntField,IntField,,,,,,,,,,,,,,,
208,GeneticGenerated,ID:208,ByteEnumField,LenField,,,,,,,,,,,,,,,,,,,,,,,,,,
209,GeneticGenerated,ID:209,BitField,BitEnumField,BitEnumField,BitEnumField,,,,,,,,,,,,,,,,,,,,,,,,
210,GeneticGenerated,ID:210,ByteField,ByteField,FlagsField,ByteField,ByteField,ByteField,ByteField,,,,,,,,,,,,,,,,,,,,,
211,GeneticGenerated,ID:211,XBitField,BitEnumField,XBitField,XBitField,XBitField,,,,,,,,,,,,,,,,,,,,,,,
212,GeneticGenerated,ID:212,ByteField,MACField,,,,,,,,,,,,,,,,,,,,,,,,,,
213,GeneticGenerated,ID:213,BitField,BitField,BitField,BitField,BitField,BitEnumField,BitField,BitEnumField,,,,,,,,,,,,,,,,,,,,
214,GeneticGenerated,ID:214,ByteEnumField,XShortField,ByteField,StrField,,,,,,,,,,,,,,,,,,,,,,,,
215,GeneticGenerated,ID:215,StrLenField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
216,GeneticGenerated,ID:216,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,GeneticGenerated,ID:217,BitField,BitField,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,
218,GeneticGenerated,ID:218,MACField,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,GeneticGenerated,ID:219,XIntField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
220,GeneticGenerated,ID:220,StrFixedLenField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,,
221,GeneticGenerated,ID:221,ShortEnumField,StrLenField,XIntField,ShortEnumField,FieldLenField,XShortField,,,,,,,,,,,,,,,,,,,,,,
222,GeneticGenerated,ID:222,XByteField,XByteField,XByteField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,
223,GeneticGenerated,ID:223,IntEnumField,ShortEnumField,ShortField,ShortEnumField,XBitField,,,,,,,,,,,,,,,,,,,,,,,
224,GeneticGenerated,ID:224,StrFixedLenField,StrFixedLenField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,
225,GeneticGenerated,ID:225,BitField,ShortField,ByteField,BitField,ByteField,,,,,,,,,,,,,,,,,,,,,,,
226,GeneticGenerated,ID:226,ByteEnumField,IP6Field,IP6Field,ByteField,,,,,,,,,,,,,,,,,,,,,,,,
227,GeneticGenerated,ID:227,ByteEnumField,XBitField,BitField,BitField,BitField,ShortField,BitField,,,,,,,,,,,,,,,,,,,,,
228,GeneticGenerated,ID:228,StrFixedLenField,StrFixedLenField,XByteField,MACField,XByteField,,,,,,,,,,,,,,,,,,,,,,,
229,GeneticGenerated,ID:229,BitField,BitField,BitField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,
230,GeneticGenerated,ID:230,ByteEnumField,ByteEnumField,ByteField,ByteField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,
231,GeneticGenerated,ID:231,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,IntField,,,,,,,,,,,,,
232,GeneticGenerated,ID:232,ShortField,ByteEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
233,GeneticGenerated,ID:233,LenField,ShortEnumField,XIntField,StrFixedLenField,XShortField,FlagsField,XShortField,FlagsField,ShortField,ShortField,ShortField,StrFixedLenField,ShortEnumField,,,,,,,,,,,,,,,
234,GeneticGenerated,ID:234,ByteEnumField,ByteField,ByteField,IP6Field,ByteField,,,,,,,,,,,,,,,,,,,,,,,
235,GeneticGenerated,ID:235,ByteEnumField,StrLenField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
236,GeneticGenerated,ID:236,ShortEnumField,ByteEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
237,GeneticGenerated,ID:237,FieldListField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,,
238,GeneticGenerated,ID:238,ShortField,FieldLenField,ByteField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,
239,GeneticGenerated,ID:239,ShortField,StrFixedLenField,ShortField,ByteField,ShortField,,,,,,,,,,,,,,,,,,,,,,,
240,GeneticGenerated,ID:240,XShortField,ByteEnumField,ShortEnumField,IntField,ShortField,IntEnumField,ShortEnumField,ByteEnumField,FlagsField,,,,,,,,,,,,,,,,,,,
241,GeneticGenerated,ID:241,ShortEnumField,ShortField,XBitField,XIntField,ShortField,,,,,,,,,,,,,,,,,,,,,,,
242,GeneticGenerated,ID:242,ShortEnumField,ShortEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
243,GeneticGenerated,ID:243,ShortEnumField,PadField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,
244,GeneticGenerated,ID:244,ShortField,ByteField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
245,GeneticGenerated,ID:245,ShortEnumField,BitEnumField,StrFixedLenField,FlagsField,MACField,FlagsField,FlagsField,FlagsField,FlagsField,FlagsField,,,,,,,,,,,,,,,,,,
246,GeneticGenerated,ID:246,ShortEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
247,GeneticGenerated,ID:247,FieldLenField,PadField,XByteField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,
248,GeneticGenerated,ID:248,ShortField,IntField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
249,GeneticGenerated,ID:249,ByteEnumField,XShortField,,,,,,,,,,,,,,,,,,,,,,,,,,
250,GeneticGenerated,ID:250,FieldLenField,ByteEnumField,IP6Field,,,,,,,,,,,,,,,,,,,,,,,,,
251,GeneticGenerated,ID:251,ShortEnumField,FieldLenField,MayEnd,XStrLenField,,,,,,,,,,,,,,,,,,,,,,,,
252,GeneticGenerated,ID:252,XByteField,StrLenField,FieldLenField,ByteEnumField,IntField,,,,,,,,,,,,,,,,,,,,,,,
253,GeneticGenerated,ID:253,Field,Field,ByteField,ByteField,Field,PadField,FlagsField,Field,Field,Field,Field,FlagsField,SockAddrsField,,,,,,,,,,,,,,,
254,GeneticGenerated,ID:254,StrField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
255,GeneticGenerated,ID:255,ByteEnumField,ShortField,ByteEnumField,ShortField,IP6Field,IP6Field,ShortField,,,,,,,,,,,,,,,,,,,,,
256,GeneticGenerated,ID:256,ByteField,ByteEnumField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,
257,GeneticGenerated,ID:257,ShortEnumField,ShortEnumField,ShortEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,
258,GeneticGenerated,ID:258,IntEnumField,StrFixedLenField,FlagsField,XShortField,XIntField,FlagsField,FlagsField,FlagsField,MACField,IntField,FlagsField,FlagsField,IntField,,,,,,,,,,,,,,,
259,GeneticGenerated,ID:259,ByteField,ShortField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
260,GeneticGenerated,ID:260,ByteEnumField,ShortField,FieldLenField,ShortField,PadField,XByteField,,,,,,,,,,,,,,,,,,,,,,
261,GeneticGenerated,ID:261,FieldLenField,XByteField,ByteEnumField,FieldLenField,StrLenField,FieldLenField,StrLenField,,,,,,,,,,,,,,,,,,,,,
262,GeneticGenerated,ID:262,StrLenField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
263,GeneticGenerated,ID:263,ByteField,FlagsField,,,,,,,,,,,,,,,,,,,,,,,,,,
264,GeneticGenerated,ID:264,XShortField,ShortField,ShortField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,
265,GeneticGenerated,ID:265,StrField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
266,GeneticGenerated,ID:266,ByteField,FlagsField,,,,,,,,,,,,,,,,,,,,,,,,,,
267,GeneticGenerated,ID:267,ShortField,BitField,ByteEnumField,BitEnumField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,
268,GeneticGenerated,ID:268,BitField,BitField,XIntField,,,,,,,,,,,,,,,,,,,,,,,,,
269,GeneticGenerated,ID:269,ShortField,ShortField,ShortField,ByteEnumField,IntField,,,,,,,,,,,,,,,,,,,,,,,
270,GeneticGenerated,ID:270,BitField,ByteField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,,
271,GeneticGenerated,ID:271,ByteField,ByteField,IP6Field,ByteField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,
272,GeneticGenerated,ID:272,XBitField,XBitField,XBitField,BitEnumField,XBitField,,,,,,,,,,,,,,,,,,,,,,,
273,GeneticGenerated,ID:273,IP6Field,ByteField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
274,GeneticGenerated,ID:274,StrFixedLenField,FieldLenField,StrFixedLenField,StrLenField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,
275,GeneticGenerated,ID:275,ShortField,ByteField,ShortEnumField,ShortField,ByteField,ByteField,,,,,,,,,,,,,,,,,,,,,,
276,GeneticGenerated,ID:276,StrFixedLenField,XByteField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,
277,GeneticGenerated,ID:277,MACField,MACField,ByteField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,
278,GeneticGenerated,ID:278,FlagsField,XBitField,FlagsField,ShortField,ByteField,,,,,,,,,,,,,,,,,,,,,,,
279,GeneticGenerated,ID:279,StrLenField,IntEnumField,FieldLenField,ShortEnumField,ByteEnumField,StrLenField,,,,,,,,,,,,,,,,,,,,,,
280,GeneticGenerated,ID:280,BitField,BitEnumField,BitEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,
281,GeneticGenerated,ID:281,ByteEnumField,ShortField,BitField,BitField,BitField,BitField,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,
282,GeneticGenerated,ID:282,FlagsField,ByteField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
283,GeneticGenerated,ID:283,ByteEnumField,BitField,BitField,BitField,BitField,IntField,,,,,,,,,,,,,,,,,,,,,,
284,GeneticGenerated,ID:284,ByteField,ByteField,ShortField,ByteField,ByteField,StrLenField,ShortField,,,,,,,,,,,,,,,,,,,,,
285,GeneticGenerated,ID:285,ByteEnumField,ByteField,BitField,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,
286,GeneticGenerated,ID:286,ShortEnumField,StrLenField,FieldLenField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,
287,GeneticGenerated,ID:287,ByteEnumField,ShortField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
288,GeneticGenerated,ID:288,XIntField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,,,
289,GeneticGenerated,ID:289,FlagsField,ByteEnumField,ShortField,IntField,ShortEnumField,ByteEnumField,ShortEnumField,XBitField,,,,,,,,,,,,,,,,,,,,
290,GeneticGenerated,ID:290,StrField,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,GeneticGenerated,ID:291,ShortEnumField,XShortField,ShortField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,
292,GeneticGenerated,ID:292,BitField,BitField,StrField,EnumField,,,,,,,,,,,,,,,,,,,,,,,,
293,GeneticGenerated,ID:293,BitEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
294,GeneticGenerated,ID:294,BitField,ByteField,BitField,BitField,BitField,BitField,BitField,BitField,BitField,ShortField,ByteEnumField,BitField,BitField,BitField,,,,,,,,,,,,,,
295,GeneticGenerated,ID:295,BitEnumField,ShortField,BitField,,,,,,,,,,,,,,,,,,,,,,,,,
296,GeneticGenerated,ID:296,FieldListField,ByteField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,
297,GeneticGenerated,ID:297,ByteField,IntField,,,,,,,,,,,,,,,,,,,,,,,,,,
298,GeneticGenerated,ID:298,FieldLenField,FieldLenField,IntEnumField,FieldListField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,
299,GeneticGenerated,ID:299,LenField,EnumField,FlagsField,Field,Field,,,,,,,,,,,,,,,,,,,,,,,
300,GeneticGenerated,ID:300,FieldLenField,PadField,EnumField,,,,,,,,,,,,,,,,,,,,,,,,,
301,GeneticGenerated,ID:301,ByteEnumField,ByteEnumField,FieldLenField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,
302,GeneticGenerated,ID:302,XShortField,BitField,BitField,ByteEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,
303,GeneticGenerated,ID:303,IntField,IntField,LongField,LongField,IntEnumField,SignedIntField,IntField,IntField,IntField,IntField,IntEnumField,SignedIntField,IntEnumField,IntEnumField,,,,,,,,,,,,,,
304,GeneticGenerated,ID:304,UUIDField,ShortField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
305,GeneticGenerated,ID:305,ByteEnumField,XShortField,ShortField,IntField,ShortEnumField,FlagsField,ShortEnumField,ByteEnumField,IntEnumField,,,,,,,,,,,,,,,,,,,
306,GeneticGenerated,ID:306,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,GeneticGenerated,ID:307,ByteEnumField,LenField,,,,,,,,,,,,,,,,,,,,,,,,,,
308,GeneticGenerated,ID:308,StrFixedLenField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
309,GeneticGenerated,ID:309,StrLenField,StrLenField,FieldLenField,XByteField,ByteEnumField,FieldLenField,FieldLenField,,,,,,,,,,,,,,,,,,,,,
310,GeneticGenerated,ID:310,FlagsField,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,GeneticGenerated,ID:311,ByteEnumField,ByteField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
312,GeneticGenerated,ID:312,XBitField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
313,GeneticGenerated,ID:313,XBitField,XBitField,,,,,,,,,,,,,,,,,,,,,,,,,,
314,GeneticGenerated,ID:314,XNBytesField,ShortField,XShortField,,,,,,,,,,,,,,,,,,,,,,,,,
315,GeneticGenerated,ID:315,BitField,BitField,BitField,BitField,BitField,XShortField,ByteField,ByteField,XShortField,BitField,StrField,BitField,,,,,,,,,,,,,,,,
316,GeneticGenerated,ID:316,ShortField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
317,GeneticGenerated,ID:317,ByteEnumField,MayEnd,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
318,GeneticGenerated,ID:318,ShortField,ByteField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
319,GeneticGenerated,ID:319,ShortField,BitField,BitField,ByteEnumField,ByteEnumField,BitField,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,
320,GeneticGenerated,ID:320,ShortField,ByteEnumField,ByteEnumField,ShortField,ShortField,IP6Field,IP6Field,,,,,,,,,,,,,,,,,,,,,
321,GeneticGenerated,ID:321,ShortField,ByteEnumField,XShortField,ByteField,ShortField,,,,,,,,,,,,,,,,,,,,,,,
322,GeneticGenerated,ID:322,StrFixedLenField,XByteField,MACField,ByteEnumField,XByteField,XByteField,,,,,,,,,,,,,,,,,,,,,,
323,GeneticGenerated,ID:323,FieldLenField,XStrLenField,FieldLenField,FieldListField,,,,,,,,,,,,,,,,,,,,,,,,
324,GeneticGenerated,ID:324,ShortField,ShortField,UUIDField,,,,,,,,,,,,,,,,,,,,,,,,,
325,GeneticGenerated,ID:325,IntField,IntField,LongField,IntField,,,,,,,,,,,,,,,,,,,,,,,,
326,GeneticGenerated,ID:326,ByteEnumField,BitEnumField,ByteField,FlagsField,BitEnumField,ByteField,ShortField,ByteEnumField,,,,,,,,,,,,,,,,,,,,
327,GeneticGenerated,ID:327,ByteField,MACField,ByteEnumField,MACField,,,,,,,,,,,,,,,,,,,,,,,,
328,GeneticGenerated,ID:328,LongField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
329,GeneticGenerated,ID:329,ByteEnumField,IntField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
330,GeneticGenerated,ID:330,XByteField,PadField,FieldLenField,ByteEnumField,ShortField,ShortField,,,,,,,,,,,,,,,,,,,,,,
331,GeneticGenerated,ID:331,XByteField,XByteField,XByteField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,
332,GeneticGenerated,ID:332,FieldLenField,XShortField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,,
333,GeneticGenerated,ID:333,ByteEnumField,ByteEnumField,ByteEnumField,FieldLenField,StrLenField,ByteEnumField,FieldLenField,FieldLenField,FieldLenField,FieldListField,ByteEnumField,StrLenField,StrLenField,,,,,,,,,,,,,,,
334,GeneticGenerated,ID:334,IntEnumField,XIntField,,,,,,,,,,,,,,,,,,,,,,,,,,
335,GeneticGenerated,ID:335,ByteEnumField,BitField,BitField,FieldLenField,PadField,,,,,,,,,,,,,,,,,,,,,,,
336,GeneticGenerated,ID:336,EnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,GeneticGenerated,ID:337,ByteEnumField,ByteField,ByteField,ByteField,ByteField,ByteField,ByteField,ByteEnumField,,,,,,,,,,,,,,,,,,,,
338,GeneticGenerated,ID:338,StrFixedLenField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,,
339,GeneticGenerated,ID:339,ByteField,StrFixedLenField,ByteField,ByteField,ByteField,,,,,,,,,,,,,,,,,,,,,,,
340,GeneticGenerated,ID:340,UUIDField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
341,GeneticGenerated,ID:341,ByteEnumField,MayEnd,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
342,GeneticGenerated,ID:342,ByteEnumField,BitField,ByteEnumField,BitField,ShortField,,,,,,,,,,,,,,,,,,,,,,,
343,GeneticGenerated,ID:343,LenField,ShortEnumField,XIntField,ShortField,ShortEnumField,XShortField,XShortField,,,,,,,,,,,,,,,,,,,,,
344,GeneticGenerated,ID:344,ByteEnumField,StrLenField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,
345,GeneticGenerated,ID:345,XBitField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
346,GeneticGenerated,ID:346,StrField,ByteField,ByteEnumField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,
347,GeneticGenerated,ID:347,XIntField,ShortField,LongField,ShortEnumField,LongField,,,,,,,,,,,,,,,,,,,,,,,
348,GeneticGenerated,ID:348,ShortField,IntField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,
349,GeneticGenerated,ID:349,XShortField,BitField,BitField,BitField,BitField,BitField,XShortField,ByteField,BitField,BitField,ByteField,StrField,,,,,,,,,,,,,,,,
350,GeneticGenerated,ID:350,ByteEnumField,XByteField,XIntField,XByteField,XIntField,XByteField,XByteField,,,,,,,,,,,,,,,,,,,,,
351,GeneticGenerated,ID:351,XBitField,XBitField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
352,GeneticGenerated,ID:352,IntField,EnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
353,GeneticGenerated,ID:353,ByteField,IntField,,,,,,,,,,,,,,,,,,,,,,,,,,
354,GeneticGenerated,ID:354,FlagsField,FlagsField,XBitField,ShortField,LenField,,,,,,,,,,,,,,,,,,,,,,,
355,GeneticGenerated,ID:355,BitField,StrLenField,ByteEnumField,BitField,IntField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,
356,GeneticGenerated,ID:356,ByteEnumField,IntField,ByteField,IntField,ByteEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,
357,GeneticGenerated,ID:357,ByteField,XBitField,XBitField,ByteField,XBitField,XBitField,BitField,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,ByteField,ByteField,ByteField,ByteField,XBitField,XBitField,XBitField,ByteField,XBitField,,,,,,
358,GeneticGenerated,ID:358,Field,Field,Field,Field,Field,Field,Field,Field,Field,Field,StrFixedLenField,,,,,,,,,,,,,,,,,
359,GeneticGenerated,ID:359,ShortField,ShortField,MACField,,,,,,,,,,,,,,,,,,,,,,,,,
360,GeneticGenerated,ID:360,XShortField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
361,GeneticGenerated,ID:361,ShortEnumField,XBitField,IntField,ShortEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,
362,GeneticGenerated,ID:362,ShortEnumField,StrLenField,FieldLenField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,
363,GeneticGenerated,ID:363,XByteField,FlagsField,ByteField,XBitField,FlagsField,ShortField,,,,,,,,,,,,,,,,,,,,,,
364,GeneticGenerated,ID:364,Field,FlagsField,FlagsField,SockAddrsField,Field,Field,Field,Field,Field,Field,PadField,,,,,,,,,,,,,,,,,
365,GeneticGenerated,ID:365,ShortField,ByteEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
366,GeneticGenerated,ID:366,ByteField,XByteField,ByteEnumField,ShortField,ByteEnumField,ByteField,FieldLenField,XStrLenField,StrLenField,,,,,,,,,,,,,,,,,,,
367,GeneticGenerated,ID:367,ByteEnumField,ShortField,BitField,ByteEnumField,BitField,BitField,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,
368,GeneticGenerated,ID:368,ShortField,ShortEnumField,XIntField,,,,,,,,,,,,,,,,,,,,,,,,,
369,GeneticGenerated,ID:369,ByteEnumField,ByteEnumField,ByteEnumField,ByteField,IntField,IntField,,,,,,,,,,,,,,,,,,,,,,
370,GeneticGenerated,ID:370,ShortEnumField,ShortField,IntField,IntField,IntField,,,,,,,,,,,,,,,,,,,,,,,
371,GeneticGenerated,ID:371,ShortField,MayEnd,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
372,GeneticGenerated,ID:372,ShortEnumField,ByteEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
373,GeneticGenerated,ID:373,ShortEnumField,MACField,MACField,MACField,,,,,,,,,,,,,,,,,,,,,,,,
374,GeneticGenerated,ID:374,XByteField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
375,GeneticGenerated,ID:375,XIntField,ShortField,ByteEnumField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,
376,GeneticGenerated,ID:376,SignedIntField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,,
377,GeneticGenerated,ID:377,IntField,ShortField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
378,GeneticGenerated,ID:378,ByteEnumField,ShortEnumField,XShortField,XIntField,XShortField,ByteEnumField,LenField,ShortEnumField,,,,,,,,,,,,,,,,,,,,
379,GeneticGenerated,ID:379,StrFixedLenField,StrFixedLenField,StrFixedLenField,StrFixedLenField,MACField,MACField,,,,,,,,,,,,,,,,,,,,,,
380,GeneticGenerated,ID:380,ByteField,Field,ByteField,ByteField,ByteField,ByteField,ByteField,ByteField,Field,Field,ByteField,Field,Field,Field,Field,Field,Field,Field,Field,Field,Field,Field,Field,Field,Field,Field,Field,Field
381,GeneticGenerated,ID:381,BitEnumField,ShortField,BitField,BitField,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,
382,GeneticGenerated,ID:382,IntField,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,GeneticGenerated,ID:383,StrLenField,FieldLenField,ByteEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,
384,GeneticGenerated,ID:384,LenField,ShortEnumField,ShortField,XIntField,ShortField,XShortField,ShortField,ByteEnumField,ByteEnumField,ShortField,ShortEnumField,XShortField,,,,,,,,,,,,,,,,
385,GeneticGenerated,ID:385,ByteField,ByteEnumField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
386,GeneticGenerated,ID:386,ByteField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
387,GeneticGenerated,ID:387,StrFixedLenField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
388,GeneticGenerated,ID:388,ByteField,ByteField,ByteEnumField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,
389,GeneticGenerated,ID:389,BitField,BitEnumField,BitEnumField,XBitField,,,,,,,,,,,,,,,,,,,,,,,,
390,GeneticGenerated,ID:390,ShortField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
391,GeneticGenerated,ID:391,IntEnumField,ShortEnumField,StrField,,,,,,,,,,,,,,,,,,,,,,,,,
392,GeneticGenerated,ID:392,BitField,ShortField,ByteEnumField,ByteField,BitField,XByteField,XShortField,,,,,,,,,,,,,,,,,,,,,
393,GeneticGenerated,ID:393,BitField,BitField,ByteField,BitField,ByteField,BitField,IntField,IP6Field,,,,,,,,,,,,,,,,,,,,
394,GeneticGenerated,ID:394,FlagsField,Field,Field,Field,SockAddrsField,Field,Field,FlagsField,Field,PadField,Field,,,,,,,,,,,,,,,,,
395,GeneticGenerated,ID:395,ByteField,FlagsField,,,,,,,,,,,,,,,,,,,,,,,,,,
396,GeneticGenerated,ID:396,XBitField,XBitField,BitEnumField,XBitField,XBitField,,,,,,,,,,,,,,,,,,,,,,,
397,GeneticGenerated,ID:397,ByteEnumField,ByteEnumField,FlagsField,IntField,ShortEnumField,FlagsField,XIntField,FlagsField,FlagsField,IntField,IntField,IntField,IntField,FlagsField,FlagsField,FlagsField,ShortField,,,,,,,,,,,
398,GeneticGenerated,ID:398,ShortField,ShortField,ByteEnumField,ShortField,IntField,,,,,,,,,,,,,,,,,,,,,,,
399,GeneticGenerated,ID:399,BitField,BitField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
400,GeneticGenerated,ID:400,BitField,BitEnumField,StrField,,,,,,,,,,,,,,,,,,,,,,,,,
401,GeneticGenerated,ID:401,XShortField,XNBytesField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
402,GeneticGenerated,ID:402,LenField,ShortEnumField,XIntField,XShortField,ShortEnumField,IntField,,,,,,,,,,,,,,,,,,,,,,
403,GeneticGenerated,ID:403,FieldLenField,StrFixedLenField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,,
404,GeneticGenerated,ID:404,BitField,ByteEnumField,BitField,FieldLenField,PadField,,,,,,,,,,,,,,,,,,,,,,,
405,GeneticGenerated,ID:405,XIntField,XByteField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,
406,GeneticGenerated,ID:406,IntField,ByteEnumField,ShortField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,
407,GeneticGenerated,ID:407,MayEnd,ShortEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
408,GeneticGenerated,ID:408,XByteField,XByteField,XIntField,,,,,,,,,,,,,,,,,,,,,,,,,
409,GeneticGenerated,ID:409,StrFixedLenField,FieldLenField,StrFixedLenField,StrLenField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,
410,GeneticGenerated,ID:410,XShortField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
