Model,Entropy,Length
1stOrderMarkov,4.611817431122543,92
1stOrderMarkov,3.4182958340544896,12
1stOrderMarkov,1.0,2
1stOrderMarkov,3.121928094887362,10
1stOrderMarkov,4.446439344671016,40
1stOrderMarkov,3.0,8
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,3.121928094887362,10
1stOrderMarkov,4.537365359936824,56
1stOrderMarkov,4.053508854797679,24
1stOrderMarkov,4.4375,32
1stOrderMarkov,4.2817276788697365,30
1stOrderMarkov,3.6644977792004623,14
1stOrderMarkov,3.6841837197791887,20
1stOrderMarkov,3.506890595608519,15
1stOrderMarkov,0.0,1
1stOrderMarkov,3.9736606896881845,25
1stOrderMarkov,4.254441845713345,44
1stOrderMarkov,3.625,16
1stOrderMarkov,3.6258145836939115,24
1stOrderMarkov,4.564540477736987,58
1stOrderMarkov,3.418295834054489,12
1stOrderMarkov,4.425810103338054,43
1stOrderMarkov,3.1219280948873624,10
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,3.3735572622751855,15
1stOrderMarkov,4.39768795823549,42
1stOrderMarkov,4.698773260410419,120
1stOrderMarkov,2.5216406363433186,7
1stOrderMarkov,3.4182958340544896,12
1stOrderMarkov,4.471823920190902,61
1stOrderMarkov,4.240528260216712,46
1stOrderMarkov,3.095795255000934,11
1stOrderMarkov,3.8521687236032816,17
1stOrderMarkov,4.550083050512059,63
1stOrderMarkov,4.658410646727941,91
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,4.315824333525707,26
1stOrderMarkov,4.026619294188054,31
1stOrderMarkov,0.0,1
1stOrderMarkov,3.7216117239699003,19
1stOrderMarkov,1.0,2
1stOrderMarkov,4.7572229569780475,79
1stOrderMarkov,4.631997303366755,70
1stOrderMarkov,3.7849418274376427,21
1stOrderMarkov,3.7216117239699,19
1stOrderMarkov,4.383960128089257,47
1stOrderMarkov,1.9219280948873623,5
1stOrderMarkov,4.180002761999778,31
1stOrderMarkov,4.021928094887362,20
1stOrderMarkov,4.481714572986072,44
1stOrderMarkov,2.321928094887362,5
1stOrderMarkov,3.8868421881310122,24
1stOrderMarkov,0.0,1
1stOrderMarkov,4.547281477507799,55
1stOrderMarkov,1.0,2
1stOrderMarkov,4.623465189601647,50
1stOrderMarkov,4.76509559927808,169
1stOrderMarkov,3.9705730958116834,22
1stOrderMarkov,2.584962500721156,6
1stOrderMarkov,2.94770277922009,9
1stOrderMarkov,4.202819531114783,32
1stOrderMarkov,4.182005814760213,28
1stOrderMarkov,3.9736606896881845,25
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,4.333340441068115,50
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,4.481714572986072,44
1stOrderMarkov,4.253434386188785,28
1stOrderMarkov,4.853432387102155,130
1stOrderMarkov,0.0,1
1stOrderMarkov,3.708132064658602,23
1stOrderMarkov,4.645691759869007,65
1stOrderMarkov,4.640382904534432,75
1stOrderMarkov,3.277613436819116,11
1stOrderMarkov,3.9321380397593733,19
1stOrderMarkov,2.6416041678685933,9
1stOrderMarkov,3.2516291673878226,12
1stOrderMarkov,4.552740314023372,65
1stOrderMarkov,2.584962500721156,6
1stOrderMarkov,2.75,8
1stOrderMarkov,2.0,4
1stOrderMarkov,0.0,1
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,3.94770277922009,18
1stOrderMarkov,4.601653310050346,78
1stOrderMarkov,3.734521664779752,17
1stOrderMarkov,3.375,16
1stOrderMarkov,4.62808385785173,75
1stOrderMarkov,3.0957952550009344,11
1stOrderMarkov,4.309035020064295,31
1stOrderMarkov,0.0,1
1stOrderMarkov,4.735840665167541,66
1stOrderMarkov,4.021928094887362,20
1stOrderMarkov,3.277613436819116,11
1stOrderMarkov,4.5653115322251026,40
1stOrderMarkov,3.277613436819116,11
1stOrderMarkov,4.100816878908576,37
1stOrderMarkov,4.572090109230246,62
1stOrderMarkov,0.0,1
1stOrderMarkov,4.762966526566969,104
1stOrderMarkov,0.0,1
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,1.0,2
1stOrderMarkov,3.2776134368191165,11
1stOrderMarkov,3.8553885422075345,24
1stOrderMarkov,4.220167681284828,31
1stOrderMarkov,4.304229296672174,32
1stOrderMarkov,4.101409765557392,32
1stOrderMarkov,4.484987227560983,46
1stOrderMarkov,2.0,4
1stOrderMarkov,3.958229168669879,27
1stOrderMarkov,3.277613436819116,11
1stOrderMarkov,4.208410187268527,27
1stOrderMarkov,3.238901256602631,13
1stOrderMarkov,3.8841837197791884,20
1stOrderMarkov,2.9139770731827523,11
1stOrderMarkov,4.315231324217973,43
1stOrderMarkov,4.359960695509781,51
1stOrderMarkov,3.9677201004744993,28
1stOrderMarkov,4.079448698502606,48
1stOrderMarkov,3.967720100474499,28
1stOrderMarkov,3.572431251322119,18
1stOrderMarkov,3.584962500721156,12
1stOrderMarkov,4.3546394319653094,41
1stOrderMarkov,3.499227541723357,21
1stOrderMarkov,2.0,4
1stOrderMarkov,4.71401267942826,76
1stOrderMarkov,4.185867302411998,35
1stOrderMarkov,4.1053885422075345,24
1stOrderMarkov,4.336182987871123,39
1stOrderMarkov,3.8924071185928746,19
1stOrderMarkov,4.294653473544341,36
1stOrderMarkov,4.215061012203069,30
1stOrderMarkov,3.7254805569978675,18
1stOrderMarkov,3.095795255000934,11
1stOrderMarkov,4.744990870907099,80
1stOrderMarkov,4.479496830124855,47
1stOrderMarkov,4.584183719779189,40
1stOrderMarkov,4.526458804276406,55
1stOrderMarkov,4.418757405182869,47
1stOrderMarkov,2.0,4
1stOrderMarkov,2.94770277922009,9
1stOrderMarkov,4.727922190145107,65
1stOrderMarkov,2.9219280948873623,10
1stOrderMarkov,4.397687958235491,42
1stOrderMarkov,4.6524225007306725,76
1stOrderMarkov,2.584962500721156,6
1stOrderMarkov,3.8667292966721747,32
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,4.17146526179041,31
1stOrderMarkov,3.006238928653389,15
1stOrderMarkov,4.619331261111519,56
1stOrderMarkov,3.121928094887362,10
1stOrderMarkov,4.710312885734327,77
1stOrderMarkov,4.441568140944515,49
1stOrderMarkov,4.698993389074373,86
1stOrderMarkov,3.9387218755408675,24
1stOrderMarkov,3.334679141051595,13
1stOrderMarkov,4.082597923010943,31
1stOrderMarkov,2.584962500721156,6
1stOrderMarkov,3.277613436819116,11
1stOrderMarkov,4.021928094887363,20
1stOrderMarkov,3.4677201004745006,14
1stOrderMarkov,4.803863271046087,112
1stOrderMarkov,3.0,8
1stOrderMarkov,2.5216406363433186,7
1stOrderMarkov,4.065311532225101,40
1stOrderMarkov,4.3530559073332755,40
1stOrderMarkov,3.0,8
1stOrderMarkov,4.636139924613076,78
1stOrderMarkov,1.0,2
1stOrderMarkov,2.584962500721156,6
1stOrderMarkov,3.625,16
1stOrderMarkov,3.9834585933443494,32
1stOrderMarkov,4.162573265150911,36
1stOrderMarkov,2.5,8
1stOrderMarkov,3.640223928941851,15
1stOrderMarkov,4.735727659493042,70
1stOrderMarkov,4.231746181697385,36
1stOrderMarkov,3.7081320646586016,23
1stOrderMarkov,2.6416041678685933,9
1stOrderMarkov,3.8521687236032816,17
1stOrderMarkov,3.9161269465882835,21
1stOrderMarkov,0.0,1
1stOrderMarkov,1.9219280948873623,5
1stOrderMarkov,4.572462566928203,63
1stOrderMarkov,4.671527833795062,106
1stOrderMarkov,4.351409765557392,32
1stOrderMarkov,4.453005074851737,47
1stOrderMarkov,2.807354922057604,7
1stOrderMarkov,3.2516291673878226,12
1stOrderMarkov,3.169925001442312,9
1stOrderMarkov,4.500844074192892,66
1stOrderMarkov,4.182907326480826,34
1stOrderMarkov,3.7216117239699003,19
1stOrderMarkov,2.8464393446710154,10
1stOrderMarkov,3.9321380397593733,19
1stOrderMarkov,3.628351141951583,26
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,2.584962500721156,6
1stOrderMarkov,0.0,1
1stOrderMarkov,3.9139770731827515,22
1stOrderMarkov,4.5545586551922685,71
1stOrderMarkov,2.321928094887362,5
1stOrderMarkov,3.8073549220576055,14
1stOrderMarkov,3.3735572622751855,15
1stOrderMarkov,1.9219280948873623,5
1stOrderMarkov,4.368367439558377,50
1stOrderMarkov,2.807354922057604,7
1stOrderMarkov,2.9219280948873623,10
1stOrderMarkov,4.632865411159001,72
1stOrderMarkov,2.94770277922009,9
1stOrderMarkov,4.342682724753772,41
1stOrderMarkov,3.8962915290459277,28
1stOrderMarkov,3.337175341123077,17
1stOrderMarkov,3.459431618637298,11
1stOrderMarkov,3.689901581992151,29
1stOrderMarkov,4.268719696310996,43
1stOrderMarkov,3.5726236638951634,22
1stOrderMarkov,3.913269689515108,25
1stOrderMarkov,3.625,16
1stOrderMarkov,3.932138039759373,19
1stOrderMarkov,4.758586179048193,107
1stOrderMarkov,4.0748757755837675,26
1stOrderMarkov,3.414441303694973,23
1stOrderMarkov,4.21506101220307,30
1stOrderMarkov,3.1219280948873624,10
1stOrderMarkov,1.5,4
1stOrderMarkov,4.101409765557392,32
1stOrderMarkov,4.4883674395583775,50
1stOrderMarkov,3.594465636961452,21
1stOrderMarkov,4.296630730201454,37
1stOrderMarkov,3.5724312513221195,18
1stOrderMarkov,4.483875049435246,57
1stOrderMarkov,3.9647351787255047,30
1stOrderMarkov,2.6416041678685933,9
1stOrderMarkov,4.618809414911532,62
1stOrderMarkov,3.378783493486176,14
1stOrderMarkov,4.672972956545488,87
1stOrderMarkov,4.300497519854926,31
1stOrderMarkov,4.179776180945229,39
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,3.321928094887362,10
1stOrderMarkov,4.605398661874477,71
1stOrderMarkov,3.350209029099897,18
1stOrderMarkov,4.146439344671015,40
1stOrderMarkov,4.140319531114783,32
1stOrderMarkov,4.277567157116928,40
1stOrderMarkov,3.9861879650463043,27
1stOrderMarkov,1.0,2
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,4.365311532225102,40
1stOrderMarkov,3.6211755429194716,23
1stOrderMarkov,4.400751814413901,49
1stOrderMarkov,0.0,1
1stOrderMarkov,4.088220835496803,27
1stOrderMarkov,3.5,16
1stOrderMarkov,4.088779347361362,23
1stOrderMarkov,3.2516291673878226,12
1stOrderMarkov,4.2431587916718465,42
1stOrderMarkov,1.0,2
1stOrderMarkov,4.515311532225102,40
1stOrderMarkov,4.260828171224455,38
1stOrderMarkov,3.8073549220576055,14
1stOrderMarkov,3.7849418274376423,21
1stOrderMarkov,4.647286191183788,76
1stOrderMarkov,2.807354922057604,7
1stOrderMarkov,4.0559581516151235,23
1stOrderMarkov,3.9407598325400897,28
1stOrderMarkov,4.486766225512099,57
1stOrderMarkov,4.0980685120588385,30
1stOrderMarkov,3.0,8
1stOrderMarkov,2.5032583347756456,9
1stOrderMarkov,4.555533151426994,46
1stOrderMarkov,3.6168746059562227,17
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,3.121928094887362,10
1stOrderMarkov,4.792503202794912,86
1stOrderMarkov,3.9137995646056805,28
1stOrderMarkov,4.189898095464287,30
1stOrderMarkov,3.299896391167891,22
1stOrderMarkov,1.0,2
1stOrderMarkov,4.74984900805564,69
1stOrderMarkov,3.932138039759373,19
1stOrderMarkov,2.321928094887362,5
1stOrderMarkov,2.807354922057604,7
1stOrderMarkov,4.346795814235423,58
1stOrderMarkov,4.645055299010041,73
1stOrderMarkov,4.004886164091842,22
1stOrderMarkov,4.368042422572716,42
1stOrderMarkov,3.373557262275186,15
1stOrderMarkov,3.810928306279287,29
1stOrderMarkov,4.449007487405744,49
1stOrderMarkov,4.604227216936806,73
1stOrderMarkov,4.001629167387823,24
1stOrderMarkov,4.2837524746274465,45
1stOrderMarkov,4.215061012203069,30
1stOrderMarkov,4.23698554873954,53
1stOrderMarkov,1.0,2
1stOrderMarkov,4.408191160875131,49
1stOrderMarkov,4.340298241412271,55
1stOrderMarkov,3.121928094887362,10
1stOrderMarkov,4.367748696036396,55
1stOrderMarkov,4.785517086090083,124
1stOrderMarkov,4.725393414726218,80
1stOrderMarkov,3.6835423624332306,18
1stOrderMarkov,1.0,2
1stOrderMarkov,4.734697606603745,97
1stOrderMarkov,3.8282375018429557,27
1stOrderMarkov,3.9690016298759936,23
1stOrderMarkov,3.5724694587701364,17
1stOrderMarkov,3.506890595608518,15
1stOrderMarkov,3.6168746059562227,17
1stOrderMarkov,2.321928094887362,5
1stOrderMarkov,2.2516291673878226,6
1stOrderMarkov,4.771872198365206,103
1stOrderMarkov,4.709592444287491,82
1stOrderMarkov,4.5653449870589835,43
1stOrderMarkov,3.5465935642949384,13
1stOrderMarkov,3.8365916681089787,18
1stOrderMarkov,4.884260826011797,127
1stOrderMarkov,3.952819531114783,32
1stOrderMarkov,4.67698571482567,95
1stOrderMarkov,1.5,4
1stOrderMarkov,4.65726822961739,48
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,4.162573265150911,36
1stOrderMarkov,3.6168746059562227,17
1stOrderMarkov,4.053508854797679,24
1stOrderMarkov,4.294246013232288,33
1stOrderMarkov,2.0,4
1stOrderMarkov,3.189898095464287,15
1stOrderMarkov,2.75,8
1stOrderMarkov,4.011365041826378,21
1stOrderMarkov,3.7264741182543752,28
1stOrderMarkov,4.436224260451806,41
1stOrderMarkov,3.938721875540868,24
1stOrderMarkov,3.7216117239699,19
1stOrderMarkov,4.420015295634329,70
1stOrderMarkov,3.9057645846554525,18
1stOrderMarkov,3.3927474104487847,13
1stOrderMarkov,3.121928094887362,10
1stOrderMarkov,2.0,4
1stOrderMarkov,3.653756708287001,21
1stOrderMarkov,4.468055705191194,71
1stOrderMarkov,4.61918014032543,81
1stOrderMarkov,2.75,8
1stOrderMarkov,4.423881891405558,54
1stOrderMarkov,3.936260027531526,22
1stOrderMarkov,3.5944656369614516,21
1stOrderMarkov,2.2516291673878226,6
1stOrderMarkov,4.78517798755467,97
1stOrderMarkov,4.547789463752856,43
1stOrderMarkov,4.266332639970622,36
1stOrderMarkov,4.417188642118004,52
1stOrderMarkov,4.699577941761982,93
1stOrderMarkov,2.6416041678685933,9
1stOrderMarkov,4.783970228763332,91
1stOrderMarkov,2.75,8
1stOrderMarkov,3.9705730958116834,22
1stOrderMarkov,3.8801799226757376,21
1stOrderMarkov,0.0,1
1stOrderMarkov,4.2750705203641814,40
1stOrderMarkov,4.589268422047341,71
1stOrderMarkov,4.148394345536403,30
1stOrderMarkov,4.1898980954642875,30
1stOrderMarkov,3.9121138909722304,27
1stOrderMarkov,4.338663284842051,41
1stOrderMarkov,4.184862968552385,33
1stOrderMarkov,4.001822825622231,23
1stOrderMarkov,4.502583407161069,31
1stOrderMarkov,3.095795255000934,11
1stOrderMarkov,3.8073549220576046,28
1stOrderMarkov,4.262984193710268,39
1stOrderMarkov,4.397896767069122,47
1stOrderMarkov,3.9690016298759936,23
1stOrderMarkov,3.572469458770136,17
1stOrderMarkov,2.721928094887362,10
1stOrderMarkov,2.807354922057604,7
1stOrderMarkov,4.262979041070738,37
1stOrderMarkov,4.349199939349344,31
1stOrderMarkov,3.5,16
1stOrderMarkov,2.0,4
1stOrderMarkov,3.6835423624332306,18
1stOrderMarkov,3.238901256602631,13
1stOrderMarkov,0.0,1
1stOrderMarkov,3.9139770731827515,22
1stOrderMarkov,2.584962500721156,6
1stOrderMarkov,4.633214822863785,84
1stOrderMarkov,4.710740971694827,105
1stOrderMarkov,3.0957952550009344,11
1stOrderMarkov,4.220175521464346,48
1stOrderMarkov,2.0,4
1stOrderMarkov,4.1858157091530295,44
1stOrderMarkov,3.8972997175517152,35
1stOrderMarkov,4.668529509737403,105
1stOrderMarkov,4.095795255000932,22
1stOrderMarkov,4.530639062229567,64
1stOrderMarkov,3.4400701165495122,29
1stOrderMarkov,4.786608949455533,130
1stOrderMarkov,4.6550455468258045,56
1stOrderMarkov,3.826874881864637,19
1stOrderMarkov,4.334409048686643,51
1stOrderMarkov,3.4992275471326932,17
1stOrderMarkov,2.5216406363433186,7
1stOrderMarkov,3.708132064658602,23
1stOrderMarkov,1.5,4
1stOrderMarkov,1.0,2
1stOrderMarkov,4.282739857027812,44
1stOrderMarkov,4.237581184515033,59
1stOrderMarkov,4.040223928941852,30
1stOrderMarkov,1.9219280948873623,5
1stOrderMarkov,3.986187965046305,27
1stOrderMarkov,3.8521687236032816,17
1stOrderMarkov,4.633496795710052,60
1stOrderMarkov,3.0,8
1stOrderMarkov,3.605388542207534,24
1stOrderMarkov,3.2516291673878226,12
1stOrderMarkov,2.9219280948873623,10
1stOrderMarkov,4.476839605127306,55
1stOrderMarkov,4.410881379939832,50
1stOrderMarkov,3.5585186130489053,21
1stOrderMarkov,0.0,1
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,4.128724445269141,35
1stOrderMarkov,4.775797113503022,84
1stOrderMarkov,4.315622570826659,36
1stOrderMarkov,2.2516291673878226,6
1stOrderMarkov,3.6887218755408675,24
1stOrderMarkov,3.121928094887362,10
1stOrderMarkov,2.584962500721156,6
1stOrderMarkov,4.001822825622231,23
1stOrderMarkov,3.5465935642949384,13
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,3.2776134368191165,11
1stOrderMarkov,4.461050149972743,49
1stOrderMarkov,3.188721875540867,12
1stOrderMarkov,4.348390294219919,51
1stOrderMarkov,1.0,2
1stOrderMarkov,4.662851295381853,87
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,2.663532754804255,11
1stOrderMarkov,4.233618885307021,39
1stOrderMarkov,4.541743520601861,54
1stOrderMarkov,4.800085296729222,89
1stOrderMarkov,3.521928094887362,20
1stOrderMarkov,1.0,2
1stOrderMarkov,0.0,1
1stOrderMarkov,4.150292659616667,35
1stOrderMarkov,4.733879761020488,125
1stOrderMarkov,3.373557262275185,15
1stOrderMarkov,2.5216406363433186,7
1stOrderMarkov,4.453880987666651,31
1stOrderMarkov,4.281727678869736,30
1stOrderMarkov,1.0,2
1stOrderMarkov,3.5585186130489057,21
1stOrderMarkov,3.8349625007211565,24
1stOrderMarkov,2.5,8
1stOrderMarkov,2.94770277922009,9
1stOrderMarkov,4.138502179294739,34
1stOrderMarkov,4.564603213103578,47
1stOrderMarkov,1.0,2
1stOrderMarkov,4.504610805436803,61
1stOrderMarkov,3.9705730958116843,22
1stOrderMarkov,4.82517102842503,117
1stOrderMarkov,3.7622673906514947,23
1stOrderMarkov,4.207435516759525,35
1stOrderMarkov,4.608167023540751,75
1stOrderMarkov,3.0957952550009344,11
1stOrderMarkov,3.3082708345352603,18
1stOrderMarkov,3.3248629576173574,14
1stOrderMarkov,4.219475244464338,37
1stOrderMarkov,3.251629167387823,12
1stOrderMarkov,3.6818808028034016,19
1stOrderMarkov,3.625,16
1stOrderMarkov,3.921029621737614,26
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,3.913977073182751,22
1stOrderMarkov,4.546119377716701,56
1stOrderMarkov,2.0,4
1stOrderMarkov,2.75,8
1stOrderMarkov,0.0,1
1stOrderMarkov,3.584183719779189,20
1stOrderMarkov,4.300554385304355,34
1stOrderMarkov,2.75,8
1stOrderMarkov,4.39127238011291,50
1stOrderMarkov,4.111367136356229,37
1stOrderMarkov,3.648431836203202,27
1stOrderMarkov,4.657575159678482,70
1stOrderMarkov,3.5766176449086653,19
1stOrderMarkov,4.720542523823429,103
1stOrderMarkov,3.277613436819116,11
1stOrderMarkov,3.6644977792004623,14
1stOrderMarkov,4.541393261529371,56
1stOrderMarkov,3.169925001442312,9
1stOrderMarkov,3.0957952550009344,11
1stOrderMarkov,2.321928094887362,5
1stOrderMarkov,3.9677201004744993,28
1stOrderMarkov,2.9219280948873623,10
1stOrderMarkov,3.0220552088742005,12
1stOrderMarkov,0.0,1
1stOrderMarkov,3.121928094887362,10
1stOrderMarkov,3.8521687236032816,17
1stOrderMarkov,4.183014003266001,35
1stOrderMarkov,1.5,4
1stOrderMarkov,4.469997169103207,54
1stOrderMarkov,3.969001629875993,23
1stOrderMarkov,4.27127238011291,50
1stOrderMarkov,2.75,8
1stOrderMarkov,4.75927742781349,105
1stOrderMarkov,3.4971558025756684,19
1stOrderMarkov,2.0,4
1stOrderMarkov,4.642205639325549,80
1stOrderMarkov,4.438976520573843,56
1stOrderMarkov,4.218128820706466,36
1stOrderMarkov,2.75,8
1stOrderMarkov,2.725480556997868,9
1stOrderMarkov,4.821369525407482,159
1stOrderMarkov,3.617809684374455,21
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,0.0,1
1stOrderMarkov,0.0,1
1stOrderMarkov,2.7219280948873625,10
1stOrderMarkov,4.355539077670186,39
1stOrderMarkov,4.262979041070738,37
1stOrderMarkov,4.142295219190901,29
1stOrderMarkov,3.606936732175321,22
1stOrderMarkov,3.838039816898156,27
1stOrderMarkov,2.321928094887362,5
1stOrderMarkov,4.707307985381069,61
1stOrderMarkov,3.202819531114783,16
1stOrderMarkov,3.0,8
1stOrderMarkov,4.321721231045239,35
1stOrderMarkov,3.3660913291191923,19
1stOrderMarkov,4.288909765557392,32
1stOrderMarkov,3.8796640049025934,22
1stOrderMarkov,2.75,8
1stOrderMarkov,3.572469458770136,17
1stOrderMarkov,3.3927474104487847,13
1stOrderMarkov,2.0,4
1stOrderMarkov,3.321928094887362,10
1stOrderMarkov,3.572623663895164,22
1stOrderMarkov,2.0,4
1stOrderMarkov,3.0,8
1stOrderMarkov,3.625,16
1stOrderMarkov,4.07391321234758,41
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,4.172185915404347,34
1stOrderMarkov,4.011365041826378,21
1stOrderMarkov,3.7216117239698994,19
1stOrderMarkov,4.646632548172944,74
1stOrderMarkov,2.0,4
1stOrderMarkov,3.202819531114783,16
1stOrderMarkov,3.169925001442312,9
1stOrderMarkov,3.321928094887362,10
1stOrderMarkov,2.0,4
1stOrderMarkov,4.705328355387863,118
1stOrderMarkov,2.584962500721156,6
1stOrderMarkov,1.9219280948873623,5
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,3.8553885422075345,24
1stOrderMarkov,2.94770277922009,9
1stOrderMarkov,4.413909765557392,32
1stOrderMarkov,4.43674789082142,51
1stOrderMarkov,3.238901256602631,13
1stOrderMarkov,4.579448698502607,48
1stOrderMarkov,4.0667842134731025,31
1stOrderMarkov,3.969001629875993,23
1stOrderMarkov,3.169925001442312,9
1stOrderMarkov,3.521640636343319,14
1stOrderMarkov,2.2516291673878226,6
1stOrderMarkov,4.535863096137366,45
1stOrderMarkov,3.121928094887362,10
1stOrderMarkov,4.4253263791155,60
1stOrderMarkov,1.9219280948873623,5
1stOrderMarkov,3.2776134368191165,11
1stOrderMarkov,3.321928094887362,10
1stOrderMarkov,4.136842188131012,24
1stOrderMarkov,0.0,1
1stOrderMarkov,0.0,1
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,2.584962500721156,6
1stOrderMarkov,3.625,16
1stOrderMarkov,2.2359263506290326,7
1stOrderMarkov,1.0,2
1stOrderMarkov,3.757925413690196,23
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,2.321928094887362,5
1stOrderMarkov,1.0,2
1stOrderMarkov,4.133071514059367,38
1stOrderMarkov,4.665332752163649,101
1stOrderMarkov,3.2776134368191165,11
1stOrderMarkov,3.169925001442312,9
1stOrderMarkov,4.469066511067981,47
1stOrderMarkov,4.233639952626228,33
1stOrderMarkov,3.418295834054489,12
1stOrderMarkov,1.584962500721156,3
1stOrderMarkov,4.758380739841903,102
1stOrderMarkov,3.8365916681089787,18
1stOrderMarkov,4.699078964662594,107
1stOrderMarkov,2.5216406363433186,7
1stOrderMarkov,4.401949538719736,54
1stOrderMarkov,4.641182194599237,82
1stOrderMarkov,3.095795255000934,11
1stOrderMarkov,4.215061012203069,30
1stOrderMarkov,2.5216406363433186,7
1stOrderMarkov,4.182005814760214,28
1stOrderMarkov,4.511619702557342,47
1stOrderMarkov,4.521897169772933,52
1stOrderMarkov,3.321928094887362,10
1stOrderMarkov,4.583040674659598,69
1stOrderMarkov,4.392265649909751,47
1stOrderMarkov,0.0,1
1stOrderMarkov,4.633160658078356,82
1stOrderMarkov,3.8868421881310122,24
1stOrderMarkov,3.725650756112093,21
1stOrderMarkov,1.9219280948873623,5
1stOrderMarkov,4.31290887142472,43
1stOrderMarkov,3.5,16
1stOrderMarkov,3.8796640049025934,22
1stOrderMarkov,4.534422555715743,56
1stOrderMarkov,2.94770277922009,9
1stOrderMarkov,2.0,4
1stOrderMarkov,3.3787834934861767,14
1stOrderMarkov,2.807354922057604,7
1stOrderMarkov,4.011365041826379,21
1stOrderMarkov,1.0,2
1stOrderMarkov,0.0,1
1stOrderMarkov,3.7144093452479403,30
1stOrderMarkov,4.671879354078994,73
1stOrderMarkov,4.296439344671016,40
1stOrderMarkov,4.45244375514565,43
1stOrderMarkov,4.8201347728554245,146
1stOrderMarkov,4.456174630069641,50
1stOrderMarkov,3.826874881864637,19
1stOrderMarkov,0.0,1
1stOrderMarkov,3.41041725276052,17
1stOrderMarkov,4.600842070308595,83
1stOrderMarkov,1.5,4
1stOrderMarkov,4.66854523166631,61
1stOrderMarkov,1.9219280948873623,5
1stOrderMarkov,4.7584625794128685,129
1stOrderMarkov,4.249729716863357,37
1stOrderMarkov,3.121928094887362,10
1stOrderMarkov,4.485283122340217,55
1stOrderMarkov,3.577819531114783,16
1stOrderMarkov,3.3927474104487847,13
1stOrderMarkov,3.7841837197791888,20
1stOrderMarkov,2.0,4
1stOrderMarkov,3.734521664779752,17
1stOrderMarkov,4.304257026388135,39
1stOrderMarkov,4.112427831414106,33
1stOrderMarkov,4.7151526542899935,103
1stOrderMarkov,4.185230132909402,29
1stOrderMarkov,3.4104172527605203,17
1stOrderMarkov,3.8518232255517666,28
1stOrderMarkov,3.084962500721156,12
1stOrderMarkov,3.931208948910322,26
1stOrderMarkov,4.514162751096862,64
1stOrderMarkov,4.239877609387674,37
1stOrderMarkov,2.321928094887362,5
1stOrderMarkov,0.0,1
1stOrderMarkov,4.156198332810095,40
1stOrderMarkov,4.573656545665235,70
1stOrderMarkov,4.40868777094518,46
1stOrderMarkov,3.6168746059562227,17
1stOrderMarkov,2.9219280948873623,10
1stOrderMarkov,1.5,4
1stOrderMarkov,4.214784947770178,59
1stOrderMarkov,3.584962500721156,12
1stOrderMarkov,4.557831483927323,66
1stOrderMarkov,3.589898095464287,15
1stOrderMarkov,0.0,1
1stOrderMarkov,4.489199419023813,45
1stOrderMarkov,2.807354922057604,7
1stOrderMarkov,0.0,1
1stOrderMarkov,4.560510961735442,61
1stOrderMarkov,4.2817276788697365,30
1stOrderMarkov,4.81844841535239,130
1stOrderMarkov,3.875,16
1stOrderMarkov,4.4077438040403925,55
1stOrderMarkov,4.768780285150029,93
1stOrderMarkov,3.2516291673878226,12
1stOrderMarkov,4.134336113194452,27
1stOrderMarkov,2.0,4
1stOrderMarkov,3.323231428797621,15
1stOrderMarkov,4.402695968966624,47
1stOrderMarkov,3.0,8
1stOrderMarkov,2.0,4
1stOrderMarkov,3.681880802803401,19
1stOrderMarkov,4.625978698381686,75
1stOrderMarkov,2.2359263506290326,7
1stOrderMarkov,3.0,8
1stOrderMarkov,1.0,2
1stOrderMarkov,4.428536535690753,52
1stOrderMarkov,3.9387218755408675,24
1stOrderMarkov,4.604703967712185,66
1stOrderMarkov,4.477459270033353,39
1stOrderMarkov,4.758494498420303,111
1stOrderMarkov,3.675310868912364,23
1stOrderMarkov,4.031401845392171,30
1stOrderMarkov,1.0,2
1stOrderMarkov,4.1405853938847885,43
1stOrderMarkov,3.121928094887362,10
1stOrderMarkov,4.208410187268527,27
1stOrderMarkov,0.0,1
1stOrderMarkov,3.7849418274376427,21
1stOrderMarkov,3.0,8
1stOrderMarkov,3.452819531114783,16
1stOrderMarkov,3.783465189601646,25
